,0,1
0,-2918.795048726695,-4554.574037350024
1,-8863.886952029245,-18964.531118950126
2,-7525.628906547053,-20829.800179103793
3,-3379.3358791366054,-10550.411082531726
4,699.2905604725942,3419.588442611564
5,-5580.820321003371,-14661.10780841755
6,-5109.434965312071,-11382.986599976226
7,-4591.409088920451,-9820.705539230654
8,-8510.115610953917,-19758.83255798745
9,-4724.47396473173,-11971.941623001647
10,767.6912667616148,9269.343161218641
11,-9741.214254523833,-23869.438950572418
12,1287.1576265819176,3209.001118203348
13,-4891.857482360871,-7770.871311917176
14,-1527.3421389053096,-2742.2704545253346
15,-6845.264429033089,-16811.65529256236
16,-7348.707912441471,-22068.676303889955
17,-5589.009445226327,-11220.319322165664
18,-6633.00506812811,-11368.427163764098
19,16060.496663556574,39329.7510750778
20,-1670.9787609010045,-6637.874511928952
21,1270.3355678479961,2799.486505888846
22,-2775.2766034255565,-5495.866772129188
23,15275.86752137259,38519.825939092545
24,-2334.8236075570035,-7953.1405787234025
25,-4354.6112743943495,-16661.627660884616
26,-2613.964067285559,-11807.648999103425
27,-2495.229048372992,-7490.776157108519
28,-5125.827908804838,-17650.0854167287
29,8084.922965349346,4931.706443905934
30,-2069.3706595936205,-3563.9390798573904
31,-5030.996544656727,-11847.248449064607
32,-1184.011255369596,-5390.331227842179
33,5132.098143400101,10161.007285690375
34,8756.83957563713,23526.371229465698
35,472.63418346970093,4528.23759975044
36,10343.30199104555,28900.143649489262
37,12263.90907791499,30116.087988064777
38,4869.299579013983,6390.2520204357115
39,3772.24958608819,5730.6575072478345
40,8643.229170239185,17066.913533638275
41,-1639.339032055858,3214.804134702018
42,7956.971545508512,16650.231842981088
43,23817.017847913106,51388.37198717726
44,2677.48780460123,2468.181330191116
45,3258.049131933058,10995.008601800644
46,28752.35602732794,63882.91041268761
47,3641.325894806026,8620.069942822794
48,29838.94526942739,60317.5803540275
49,7659.792129959133,19114.888063839207
50,-1570.2030349847541,-3376.0441103811054
51,-8955.04219002347,-17117.880100861177
52,8751.62884242146,18628.412109113
53,8959.75051112849,20027.876398706125
54,253.88305885646128,-2702.071222422331
55,-669.3388886277863,-4327.599546065136
56,-5454.180385535572,-12363.84820788722
57,-2719.3392566802277,-7961.581619824354
58,8384.791990592385,25017.155987049286
59,2152.014986806786,5360.881934188606
60,3644.255570341965,9490.598813005512
61,6655.659905010832,15851.88637979819
62,7181.561617015511,22052.500932242943
63,3958.295015241443,9490.40419378573
64,24576.360378970323,53110.563899977904
65,1400.5098202393942,7514.927939535043
66,2440.704236884072,9956.23837424886
67,-4340.011539331244,-3588.1741163987995
68,3926.614366352751,12407.4065603419
69,10787.931009202715,30014.811180582925
70,5929.917412195339,8587.891995832571
71,7252.800501524848,14173.0566034845
72,5713.884536888676,8554.175318440984
73,4836.35725975799,9811.424921911179
74,-4902.824300244507,-14516.779334188755
75,-2420.5045876014965,-7212.8784041741155
76,1835.6109094256785,-4758.385783539818
77,-677.4773276354977,-7091.133791012415
78,-4396.675483831997,-11548.631249947579
79,336.7791622792991,-4485.319178936771
80,-3619.403694492233,-9427.331495435466
81,2006.3736192917008,-11773.69341074685
82,1264.3255963018592,-2699.726628445105
83,3023.0380968056006,359.4946008181527
84,-1101.6898305133982,-8679.171915929268
85,-4225.984202397961,-12700.382250764218
86,614.1255978217218,917.2966725553543
87,3104.432872733273,3909.609520711711
88,-3957.375258103789,-10936.28059122538
89,-7088.199057367079,-20990.790305290626
90,-3035.625647061772,-7463.569552020714
91,-9495.196087285425,-22212.144840556444
92,5212.357634783074,13472.355479867656
93,-798.8704735156996,-1375.8233834410478
94,6191.607171852908,12674.1055916646
95,2734.9488678630073,6499.628181200681
96,-7146.231482884639,-16678.329625879556
97,-7740.7128722681455,-18837.870797314125
98,6235.5467157781195,20920.48059515688
99,570.2679730963845,7437.543329490952
100,-4229.109320499766,-10901.755445673647
101,1022.7849166776602,4115.915566037833
102,8289.505038197933,17311.27904580927
103,8932.799548856405,22486.96429364439
104,2756.6039377823254,3267.426898571601
105,-5788.11262573694,-11597.883398599528
106,317.0613439700494,1394.5862716272538
107,-2530.6211871655382,-5170.485798792955
108,-7230.844991689031,-17854.909651484697
109,-3366.972737652052,-8773.574049040104
110,-5384.2450270254285,-12126.533322981806
111,16401.720405292395,39288.310674895234
112,-5966.155206730802,-9602.401736768668
113,-4152.200310388203,-6849.934907146531
114,-5537.766355735344,-9668.998445482865
115,-5471.820280905559,-9979.203418767062
116,-4439.904853758,-12845.092902527927
117,-4209.096224890029,-7273.604314542329
118,-1666.4762077014268,238.30601877510435
119,-880.0761822066974,2678.3406644829174
120,-521.1999231328518,795.9358260525107
121,10290.325295315162,24680.178714078367
122,-5513.737709687252,-14643.957577704994
123,-5621.22516039914,-10202.378662473986
124,-5174.429367134864,-17202.47878904169
125,-5235.405213027498,-14234.624616538636
126,986.158012380734,1051.9694704901847
127,-7082.242154518152,-17399.470627986648
128,-5176.56560966013,-11454.03854169995
129,-2830.5926544771996,-5546.5188343688
130,-3902.6180074416266,-6485.673915534383
131,-2584.797957498135,-5596.259300529891
132,-7249.048741609838,-15361.436846897835
133,-10931.612276140007,-26109.74468818521
134,-9044.603056120819,-19657.935428428627
135,-5162.953601129531,-10794.273459425523
136,-5592.512512802795,-18849.44611076023
137,-4269.724439668357,-11353.95548858443
138,-2517.270181017445,-8551.624471623236
139,-1482.936819283522,-10154.60361721059
140,-2975.0187558674493,-8793.1512748668
141,-6757.520313739231,-20945.632973003394
142,-5327.723827832831,-18749.664328184583
143,-239.59496210463908,273.44858701322795
144,9032.04683976918,18150.59480256727
145,-1265.2748968750727,-5302.100808065241
146,-1267.2250881140972,-6355.38820564419
147,3374.1398116345026,3698.811706210729
148,8128.595871217058,16237.89970799074
149,-2280.587506224555,-4514.784165780266
150,-1522.9279728750357,-5057.038524136231
151,15912.760289135396,38224.21376566463
152,15372.519919206206,38808.486226620575
153,8140.212455538099,24195.616043448244
154,6738.695578838327,8816.877350333623
155,6314.2943215369305,11079.881214868428
156,-432.17590889974315,1671.1730065731017
157,-3334.068002479606,-14424.318209551839
158,-3710.5689328690455,-9796.71781290625
159,-4107.567571986806,-7449.395659952862
160,107.78126642193202,1445.2550835996533
161,-4083.3495235302044,-8828.103527901483
162,1728.443423201732,-820.7454140535796
163,7177.592985619446,14462.027511917991
164,538.7278053493503,4799.804494329846
165,-1791.0019077079994,-4638.9912907772605
166,3836.395719657806,10905.30911446451
167,-2830.9148435620846,-14412.782481939537
168,6884.680534947597,16834.65518425608
169,-741.5516525451493,-3868.2695917794917
170,-1958.1389407353565,-4383.481840642699
171,6416.769571560804,15900.654797887988
172,-1658.4099979589055,-772.3400473589253
173,5642.919999981755,14386.88396469593
174,-1446.0093960289828,-4754.151222881819
175,-6468.496992979788,-19397.045466228174
176,-4799.094168109237,-10750.292589877705
177,3439.595476190053,8003.027475423487
178,1749.6282228436437,5256.528783573514
179,-8573.116599455501,-17962.83523502522
180,1947.9352053438133,3101.7097582448705
181,2402.525199883696,4410.302396313983
182,-3633.895335673563,-2701.5296702675064
183,-2017.0087190416489,1770.510981855573
184,-5486.666393920766,-6321.603734981607
185,-6.713809991654932,2251.9303477105827
186,-2133.8968636445697,-3239.5651173882025
187,1041.3535235081104,-3689.561442712761
188,970.8078012622093,6674.765343259688
189,602.0796319023344,3613.7401480204985
190,-398.46806912134053,317.608816628527
191,-1560.8387564980858,-2298.3255935454004
192,6100.91110620372,16601.291555632815
193,10072.77641942551,24230.044126410812
194,1431.4999305519887,-3254.7969437887105
195,5173.789881722742,6553.638666185066
196,-1125.0883246793271,-11397.178091537255
197,-4112.449846130985,982.4859651440174
198,19384.96935346099,48371.030049785775
199,7377.211492361112,12470.952032805597
200,9084.132400093897,26163.282883115262
201,6611.628419015998,8634.160650155138
202,7931.613830076126,17112.464827826487
203,-5160.399627191346,-7666.316180305335
204,-9473.884813142966,-19435.57675788922
205,-1222.4014621656074,-1847.2167858754194
206,-3973.216593857575,-2079.2270334401123
207,1319.1820732830254,4031.6105219271353
208,-14251.074771910926,-20388.792469386044
209,-6786.062089182911,-13475.32269534933
210,-1688.561854174454,-4236.519785228901
211,-4811.210481276902,-8941.45914768342
212,-164.0888650480131,-3184.4346576993767
213,-1339.335944952446,-3324.4459580353805
214,7176.2058417825065,5561.048626550845
215,-6011.611807323931,-10531.584180716663
216,-5290.266565099705,-8366.999031261268
217,-7395.0692842145345,-17048.239422423485
218,494.14369354127604,193.30522023092573
219,-4227.980727228186,-11366.378811268758
220,-3686.211455153951,-8605.624681198467
221,-795.7805758228345,-2207.327797068226
222,1387.5421817760387,4054.9250975832256
223,-7342.167413723969,-17179.622903337066
224,-3556.834741088827,-7116.556282505009
225,-3953.7520490103357,-11576.419276157718
226,-5184.137570445383,-12063.467170081607
227,-6272.7666406916915,-18068.608154997386
228,5965.329935787233,18277.153107534377
229,1252.9961874976468,8528.974595765916
230,-1461.794506457324,-712.1982103489047
231,252.60618905540932,3629.0996281337484
232,-1994.6398444251222,-6641.32726812339
233,-4387.263943889815,-11896.048712827924
234,104.70409663274164,-613.4841936866615
235,-1304.4822151867345,-4785.438060151343
236,-87.83548169295482,-114.67954195276565
237,-2099.9381696408777,-5599.234669955699
238,4208.854195758277,12704.462112643276
239,-3403.000050614013,-9919.698707086158
240,-4577.4437285134645,-8462.492905485546
241,-3233.113787709,-6706.40742083662
242,-6505.9523404321635,-15933.001093183097
243,-85.70694618237022,-475.44380196742964
244,-4927.632739576985,-13100.408399678363
245,-6217.325261403023,-15449.880922421744
246,-2493.8252369741053,-8594.234816274038
247,-6059.503552785216,-16923.888027319077
248,-7787.213715632254,-20732.10286638268
249,-2281.3145755824835,-7175.795440830475
250,-4971.721146874948,-7505.618691082372
251,-4796.506073422628,-6666.261575681733
252,1976.4616357449806,7064.036559368786
253,6443.204589325091,19471.570492380153
254,-10.158895882365977,-405.1809023554012
255,-4319.834620548242,-7881.1155176731
256,-2226.406301520617,-4342.669894245823
257,1231.9049513154791,1921.012582918425
258,-4683.3624092935,-13392.928504814685
259,-6864.838336459628,-12138.27744959929
260,-5547.686392403006,-15423.164185378506
261,-1599.2956222873975,-3824.67336182656
262,13685.543157333459,34438.89531528384
263,-699.7742310282557,-4474.401217402203
264,5836.999112915721,10179.12761473867
265,-5513.216496725474,-12069.676856876678
266,-7355.504236219177,-15495.295520792843
267,-4429.526048397645,-10638.59488148711
268,-138.53141302387917,2577.2113474722482
269,-5366.302183645151,-10149.325808291529
270,-4485.05191174761,-10138.596494321186
271,9735.457189280933,25377.811154387207
272,-3361.0518219353667,-17615.089846103216
273,-7837.7892624249025,-11782.318477774337
274,-376.82381798812963,559.0640051064963
275,-2330.7054704554594,-5286.25445805848
276,1554.8097920837686,3605.6381810678276
277,3620.4297052586157,8305.797207981177
278,-975.7811126118537,-2856.9288477593796
279,7278.396028625366,19989.949334328372
280,1605.685026642479,5610.466466787751
281,-9344.335794414468,-20755.79045114037
282,-4733.217729013659,-11662.60796449871
283,-1226.5775705837027,-351.01173491384384
284,-5454.364366385367,-11036.138202863187
285,-4284.806879878358,-8616.624927878649
286,665.5740389459452,3280.724064778604
287,-1972.2520290742366,-846.3799440827662
288,-1920.8905879086024,-1408.6639954879759
289,-3255.2229676815036,-4961.880807288708
290,-199.6210604381169,-1355.6474955490569
291,-2677.522706296059,-6874.338010930664
292,-2980.1721507293187,-4051.8859621197307
293,-1786.7822226672051,764.34900814348
294,-3977.0698474831624,-11892.58263956011
295,-7069.220374731511,-12113.355911712146
296,1934.1979230005147,3766.798462469605
297,-4172.510172774288,-9475.715081011374
298,-2012.6478931898475,-5897.3480331904975
299,-7285.110134077188,-23284.43187902932
300,1532.0015659705784,-4231.521994557907
301,8880.134702552437,24197.944998572955
302,5025.306238688532,12170.335459812002
303,-4891.4703935510215,-15872.310647962613
304,6273.421784235031,6171.874788306863
305,1804.371892600601,-4520.972675628118
306,-3150.7049975894265,-9517.511501831963
307,-6016.893394668357,-22989.807348762522
308,-1659.979171326975,-10110.800907738225
309,-1732.2002655663457,-9105.588816927857
310,832.3041541161217,-2698.706529931042
311,3540.353782759617,3927.192272744686
312,5998.859292208786,14311.269551181058
313,-3157.238199506081,-12311.528005474864
314,-1395.33983703966,-1597.8536310599998
315,7197.44005825594,21263.579082704924
316,5005.084050124887,13895.87338665882
317,5161.545975342881,14108.264193319088
318,4724.871134880002,13537.756656370942
319,-1319.2775472133244,-326.070640982365
320,1711.241000776435,6487.954027201633
321,-3623.8721440748027,-7416.891279056936
322,2289.229014132124,11251.322326433095
323,-5229.703603593206,-12204.912009659924
324,6100.2990763363505,20316.473002592735
325,21557.21663406754,49329.78943562507
326,5431.399998906361,15552.826613408848
327,21597.73019666694,58916.885813728906
328,5167.594055573183,17830.844754515132
329,1340.5892305833684,3555.8771982021913
330,841.5598054589396,6735.750212537786
331,32.87702270324967,2212.0254885753616
332,4513.45608799439,14588.180726989016
333,14576.759368186116,34189.96112824179
334,3811.6145257337944,13116.691940226161
335,-2606.633818705634,-4565.253068962585
336,-69.14431543522748,3785.111332202969
337,-2091.2848722316694,-1503.0360928564019
338,-8560.94111957597,-21404.669494727757
339,-3639.8820677751983,-13800.330273019052
340,-6655.095148935111,-15476.19159006041
341,-3487.889881460253,-8865.289749143
342,-5437.545650410772,-13750.838155247155
343,-5676.473092874493,-14927.573174625932
344,-1212.9529940803227,824.5965647004655
345,2328.340966347428,12678.310751536208
346,-2561.087410750604,-2697.3811169957703
347,-925.7947478346842,146.75792837770655
348,49.4015067385908,1360.5410496201353
349,-4217.837449698825,-4162.835414364877
350,-3435.433680844945,-11198.075475094609
351,-1703.302756401646,2631.421268685025
352,10485.512370947205,23043.382595172483
353,10286.421522499733,23774.979843770114
354,-6351.1880239768725,-11418.77976186015
355,1105.2311267631094,4339.314407432521
356,-120.34727979944904,1044.902083733735
357,-2939.516488349053,-73.91408056895997
358,3951.887842333866,15055.992416406854
